Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
2015-10-28T11:40:30.780,E3B2 71DE,EE,1B,2015-10-28T11:40:30.097,ASL/16/3937*20

2015-10-30T09:31:26.273,E3B2 6BFF,EE,1B,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:31:32.096,00FA 64FF,4C,DF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:31:41.404,66A1 B4CC,C0,EE,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:31:46.411,66C8 D2C2,C3,DE,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:31:49.911,66C8 92D2,C3,F1,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:31:57.428,66AD B48C,C7,F1,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:32:06.442,44C8 D2D2,C8,EE,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:32:24.549,66CC D2D2,C3,DD,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:32:34.445,66AD B0CC,C4,F6,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:32:48.463,462D B4CC,C4,F7,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:32:55.227,60CC D242,C5,F9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:33:01.165,66A8 A4CC,C4,F9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:33:04.133,66AC B484,C2,F5,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:33:09.081,66A9 B4C8,C2,E6,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:33:19.968,2625 80CC,C3,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:33:25.906,642D 944C,C7,FB,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:33:26.896,6685 B4CC,C4,EF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:33:29.865,06AD B4CC,C6,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:33:37.463,642D A4CC,C6,EA,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:33:47.679,44CC 9092,C4,E3,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:34:03.514,6289 B4CC,C3,F6,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:34:06.483,40A1 A4CC,C4,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:34:09.452,66AD 948C,C2,FE,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:34:14.400,660D A0CC,C5,FE,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:34:22.318,66A5 A0C8,C4,F5,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:34:28.256,6629 B408,C7,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:34:45.082,6629 3484,C3,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:34:55.584,64A9 B088,C3,F7,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:35:07.847,66CC D252,C4,F3,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:35:08.836,46A9 348C,C7,F4,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:35:15.765,66AD 344C,C6,F0,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:35:30.643,62AD 3448,C6,F2,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:35:31.645,668C 9292,C4,EB,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:35:41.499,66C0 D0D2,C4,EA,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:35:51.679,66A9 B4CC,C6,F5,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:35:57.690,6444 D2D2,C2,F7,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:36:08.709,6684 C0D2,C5,F2,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:36:24.738,06CC 52D2,C6,F0,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:36:32.966,46C8 D290,C3,E6,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:36:35.936,6028 A0C8,C4,FE,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:36:42.864,66AC 34CC,C6,F8,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:36:46.822,468D B0CC,C3,F4,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:36:58.699,208D 048C,C4,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:36:59.688,662D B44C,C7,FB,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:37:11.564,66A9 B4CC,C2,F9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:37:15.522,66AD 94CC,C6,F3,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:37:19.481,66AC 14CC,C6,F5,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:37:20.842,6625 A4CC,C5,FB,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:37:24.429,66C4 D2C2,C4,F1,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:37:25.418,66AD B4CC,C8,F4,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:37:35.866,62AD B4CC,C7,F0,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:37:58.078,66C8 C2C0,C4,F4,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:01.904,42A4 304C,C5,FD,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:04.908,66CC D2D2,C4,F3,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:05.996,66C4 D2D2,C5,E9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:15.892,662D 3080,C4,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:18.915,42AD 34CC,C5,ED,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:20.841,66C8 C2D2,C6,E9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:23.908,64AD 94CC,C4,F9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:41.625,624C D2D2,C4,EE,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:44.837,220D 34C8,C4,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:53.502,02C4 D2D2,C5,F3,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:38:57.461,24A9 B0C8,C3,F5,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:39:31.115,46AC B488,C5,FD,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:39:36.064,4489 2488,C4,F7,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:39:58.876,62A9 34CC,C3,ED,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:40:05.758,66CC D292,C4,F5,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:40:08.727,62A8 B448,C5,F1,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:40:11.697,6625 30CC,C4,FA,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:40:13.677,660D 34C4,C5,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:40:18.626,668D 248C,C2,F6,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:40:36.875,22AC B0C8,C4,EF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:40:43.847,64CC D0D2,C5,ED,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:41:00.208,6484 D290,C2,FC,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:41:22.076,66AD B088,C3,F9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:41:23.973,664C C2D2,C7,E3,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:41:40.807,66AD B4C4,C0,EA,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:41:42.788,66AD B488,C5,E8,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:41:44.769,66AD B4CC,C7,DC,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:41:51.701,66A9 B4CC,C8,E3,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:41:52.691,46AD 10CC,C4,E9,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:01.156,24AD 348C,C3,F4,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:02.151,66CC 92D2,C4,EE,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:08.535,06FF 77F8,C6,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:13.486,26AD B4C4,C3,F1,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:19.428,46AD 34CC,C3,FA,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:28.341,662D B4CC,C4,F8,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:33.292,668D 94CC,C5,F3,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:45.176,662D 94CC,C4,EF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:48.379,66AD B4CC,C5,F8,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:42:56.634,064C 5290,C5,F4,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:43:06.962,648C D2D2,C5,E1,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:43:07.953,66AD B4C8,C4,F6,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:43:08.608,62AD B4C8,C3,F3,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:43:12.904,62CC D1F3,C4,FF,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:43:20.826,442D 94CC,C5,F6,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:43:34.691,668D B44C,C5,F5,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-10-30T09:43:45.584,66AD B0CC,C3,F2,2015-10-30T09:31:25.589,ASL/16/3937*2B

