Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
2015-09-02T10:01:47.236,E3B2 2BDE,AE,1B,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:01:56.099,08B8 24FF,4C,DF,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:01:57.089,334B 4B52,CC,C2,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:01:58.079,334B 4B52,DF,87,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:01:59.069,334B 4B52,CF,98,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:00.058,334B 4B52,D2,8F,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:01.048,334B 4B52,CF,90,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:02.039,334B 4B52,DC,8F,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:03.031,334B 4B52,E3,8E,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:04.023,334B 4B52,CE,97,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:05.014,334B 4B52,E8,90,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:06.005,334B 4B52,D4,87,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:06.994,334B 4B52,E9,8E,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:07.980,334B 4B52,E8,92,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:17.252,334B 4B52,EB,95,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:26.778,5566 4B52,CD,BB,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:27.784,5566 4B52,C5,CD,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:29.791,5566 4B52,E6,8E,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:51.715,5566 4B12,C9,D4,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:52.702,334B 4B52,DA,8C,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:53.688,334B 4B52,E8,8B,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:02:54.672,334B 4B52,EB,97,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:03:22.129,E000 0000,E8,86,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:12.654,334B 4B52,CF,A3,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:13.641,334B 4B52,D9,93,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:18.921,334B 4B52,DA,8E,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:19.924,5566 4B52,C8,DF,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:28.324,5566 4B5F,CF,AD,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:29.328,5566 4B52,D6,92,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:32.627,5566 4FFC,E8,AE,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:33.632,5566 4B52,F1,97,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:34.635,5566 4B52,F1,98,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:35.636,5566 4B00,EC,9B,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:39.366,57FF 8000,E8,A4,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:40.369,5566 4B52,CC,A4,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:42.374,5566 4B52,CF,A5,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:04:50.171,5166 4D10,C6,FE,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:05:21.353,5526 4B52,C3,EA,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:05:22.339,334B 4B52,D9,8A,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:05:23.323,334B 4B52,D3,8A,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:05:38.235,3FFF C000,E8,89,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:05:39.218,334B 4B52,D2,90,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:05:42.407,334F FFFC,D7,8F,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:05:55.844,5566 4B52,C8,C4,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:05:56.828,334B 4B52,D6,9C,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:24.730,334B 8000,D7,8E,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:27.693,334B 4B52,D3,8A,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:28.677,334B 4B52,E9,8B,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:33.052,334B 4FFF,DA,87,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:34.043,334B 4B52,E4,94,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:35.035,334B 4B52,D0,8F,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:36.027,334B 4B52,E2,96,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:37.018,334B 4B52,DE,89,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:38.010,334B 4B52,C9,C4,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:39.000,334B 4B52,EE,9D,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:06:39.987,334B 4B52,F0,9A,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:07:23.529,334B 4B52,F3,8D,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:07:24.516,334B 4B52,D2,90,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:07:25.501,334B 4B52,C7,CC,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:07:49.226,334B 4B00,E8,9D,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:07:50.215,334B 4B52,EB,8C,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:07:51.202,334B 4B52,EF,8C,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:28.549,334B 4B52,F2,9B,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:30.524,334B 4B52,D6,8A,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:31.511,334B 4B52,D9,94,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:33.488,334B 4B52,DD,8C,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:34.514,334B 4B52,F2,9C,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:35.470,334B 4B52,E0,85,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:36.460,334B 4B52,D8,94,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:37.452,334B 4B52,DA,8F,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:38.441,334B 4B52,E5,99,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:08:39.428,334B 4B52,D9,8A,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:09:06.558,334B 4B52,DA,91,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:09:07.547,334B 4B52,D0,8E,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:09:08.533,334B 4B52,CB,C7,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:09:09.517,334B 4B52,DB,8B,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:09:59.274,3FFF C000,DF,8B,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:10:02.313,5566 5525,C3,F5,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:10:03.327,5566 552D,CA,C9,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:10:10.655,5566 552D,C7,C7,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:10:12.680,5566 552D,CE,AA,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:10:52.764,5564 552D,C3,F5,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:10:56.954,334B 4A30,C8,E2,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:10:57.940,334B 4B52,E9,94,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:10:59.913,334B 4B52,D3,8A,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:11:00.904,334B 4B52,E7,91,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:11:01.895,334B 4B52,DA,8D,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:11:02.885,334B 4B52,DA,8A,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:11:03.873,334B 4B52,E5,97,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:11:06.834,334B 4B52,D3,8F,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:11:07.818,334B 4B52,E0,B0,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:11:23.491,334B 4FFF,DE,92,2015-09-02T10:01:46.555,ASL/16/3937*2E

2015-09-02T10:11:24.476,334B 4B52,E2,A1,2015-09-02T10:01:46.555,ASL/16/3937*2E

